doctor_id,doctor_name,slot_start,slot_end,available
D3,Dr. Leena Kapoor,2025-09-12 11:00:00,2025-09-12 11:30:00,True
D3,Dr. Leena Kapoor,2025-09-12 11:30:00,2025-09-12 12:00:00,True
D3,Dr. Leena Kapoor,2025-09-12 12:00:00,2025-09-12 12:30:00,True
D3,Dr. Leena Kapoor,2025-09-12 12:30:00,2025-09-12 13:00:00,True
D3,Dr. Leena Kapoor,2025-09-12 13:00:00,2025-09-12 13:30:00,True
D3,Dr. Leena Kapoor,2025-09-12 13:30:00,2025-09-12 14:00:00,True
D3,Dr. Leena Kapoor,2025-09-12 14:00:00,2025-09-12 14:30:00,True
D3,Dr. Leena Kapoor,2025-09-12 14:30:00,2025-09-12 15:00:00,True
D3,Dr. Leena Kapoor,2025-09-12 15:00:00,2025-09-12 15:30:00,True
D3,Dr. Leena Kapoor,2025-09-12 15:30:00,2025-09-12 16:00:00,True
D3,Dr. Leena Kapoor,2025-09-12 16:00:00,2025-09-12 16:30:00,True
D3,Dr. Leena Kapoor,2025-09-12 16:30:00,2025-09-12 17:00:00,True
